,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,latitude,longitude
0,84654,60657,Chicago,IL,Chicago,Cook,1,334200.0,335400.0,336500.0,337600.0,338500.0,339500.0,340400.0,341300.0,342600.0,344400.0,345700.0,346700.0,347800.0,349000.0,350400.0,352000.0,353900.0,356200.0,358800.0,361800.0,365700.0,370200.0,374700.0,378900.0,383500.0,388300.0,393300.0,398500.0,403800.0,409100.0,414600.0,420100.0,426200.0,432600.0,438600.0,444200.0,450000.0,455900.0,462100.0,468500.0,475300.0,482500.0,490200.0,498200.0,507200.0,516800.0,526300.0,535300.0,544500.0,553500.0,562400.0,571200.0,579800.0,588100.0,596300.0,604200.0,612200.0,620200.0,627700.0,634500.0,641000.0,647000.0,652700.0,658100.0,663300.0,668400.0,673400.0,678300.0,683200.0,688300.0,693300.0,698000.0,702400.0,706400.0,710200.0,714000.0,717800.0,721700.0,725700.0,729900.0,733400.0,735600.0,737200.0,739000.0,740900.0,742700.0,744400.0,746000.0,747200.0,748000.0,749000.0,750200.0,752300.0,755300.0,759200.0,764000.0,769600.0,775600.0,781900.0,787900.0,793200.0,798200.0,803100.0,807900.0,812900.0,818100.0,823100.0,828300.0,834100.0,839800.0,845600.0,851800.0,858000.0,864400.0,870700.0,876200.0,880700.0,884400.0,887600.0,890500.0,893300.0,895500.0,897300.0,899000.0,900400.0,902000.0,904400.0,907100.0,909700.0,911900.0,913000.0,913000.0,912000.0,909300.0,905300.0,901400.0,897900.0,895400.0,893600.0,891100.0,887000.0,881700.0,875900.0,870300.0,865100.0,859000.0,851500.0,843800.0,836400.0,830700.0,827300.0,824800.0,821600.0,818300.0,814600.0,809800.0,803600.0,795500.0,786900.0,780700.0,776900.0,774700.0,774200.0,774400.0,774600.0,775600.0,777800.0,775200.0,767900.0,764700.0,766100.0,764100.0,759700.0,754900.0,746200.0,737300.0,730800.0,729300.0,730200.0,730700.0,730000.0,730100.0,730100.0,731200.0,733900.0,735500.0,735400.0,734400.0,737500.0,737700.0,733700.0,734000.0,740300.0,744600.0,750500.0,760400.0,771800.0,780600.0,787900.0,794100.0,798900.0,802300.0,806100.0,810900.0,817400.0,826800.0,837900.0,848100.0,853800.0,856700.0,856600.0,854400.0,853000.0,856200.0,859700.0,863900.0,872900.0,883300.0,889500.0,892800,893600,891300,889900,891500,893000,893000,895000,901200,909400,915000,916700,917700,919800,925800,937100,948200,951000,952500,958600,966200,970400,973900,974700,972600,974300,980800,988000,994700,998700,997000,993700,991300,989200,991300,999100,1005500,1007500,1007800,1009600,1013300,1018700,1024400,1030700,1033800,1030600,41.9390207753926,-87.65603796044694
3,84616,60614,Chicago,IL,Chicago,Cook,4,498100.0,500900.0,503100.0,504600.0,505500.0,505700.0,505300.0,504200.0,503600.0,503400.0,502200.0,500000.0,497900.0,496300.0,495200.0,494700.0,494900.0,496200.0,498600.0,502000.0,507600.0,514900.0,522200.0,529500.0,537900.0,546900.0,556400.0,566100.0,575600.0,584800.0,593500.0,601600.0,610100.0,618600.0,625600.0,631100.0,636600.0,642100.0,647600.0,653300.0,659300.0,665800.0,672900.0,680500.0,689600.0,699700.0,709300.0,718300.0,727600.0,737100.0,746600.0,756200.0,765800.0,775100.0,784400.0,793500.0,803000.0,812500.0,821200.0,829200.0,837000.0,844400.0,851600.0,858600.0,865300.0,871800.0,878200.0,884700.0,891300.0,898000.0,904700.0,911200.0,917600.0,923800.0,929800.0,935700.0,941400.0,947100.0,952800.0,958900.0,965100.0,971000.0,976400.0,981400.0,985700.0,989400.0,992900.0,996800.0,1000800.0,1004600.0,1008000.0,1010600.0,1012600.0,1014500.0,1017000.0,1020500.0,1024900.0,1029800.0,1035100.0,1040500.0,1046000.0,1052100.0,1058600.0,1065000.0,1071900.0,1079000.0,1086000.0,1093100.0,1100500.0,1107400.0,1113500.0,1118800.0,1123700.0,1129200.0,1135400.0,1141900.0,1148000.0,1152800.0,1155900.0,1157900.0,1159500.0,1161000.0,1162800.0,1165300.0,1168100.0,1171300.0,1174400.0,1176700.0,1178400.0,1179900.0,1181100.0,1182800.0,1184800.0,1185300.0,1183700.0,1181000.0,1177900.0,1175400.0,1173800.0,1171700.0,1167900.0,1163000.0,1157000.0,1150800.0,1144100.0,1135600.0,1125400.0,1113900.0,1102000.0,1091900.0,1085100.0,1079200.0,1072400.0,1065400.0,1057800.0,1048900.0,1037900.0,1024300.0,1010200.0,999000.0,990900.0,985400.0,983200.0,982400.0,982400.0,984100.0,987100.0,985000.0,977400.0,973300.0,973700.0,971700.0,965300.0,955400.0,943600.0,933700.0,925200.0,923000.0,925000.0,923300.0,916600.0,912400.0,910400.0,911900.0,918300.0,923500.0,923600.0,922900.0,928300.0,928900.0,923900.0,925300.0,938100.0,951900.0,965400.0,975900.0,984500.0,994100.0,1001400.0,1003100.0,1002700.0,1006300.0,1013700.0,1024800.0,1038300.0,1053900.0,1070600.0,1089900.0,1108100.0,1123700.0,1135100.0,1141000.0,1143900.0,1145800.0,1147500.0,1149900.0,1155200.0,1160100.0,1163300.0,1167700,1173900,1175100,1173500,1175500,1178500,1176400,1174600,1178500,1185700,1192900,1198800,1200400,1198900,1200200,1207400,1218600,1226600,1230700,1235400,1241300,1245700,1247000,1246700,1245700,1246000,1247700,1252900,1260900,1267900,1272600,1276600,1280300,1282500,1286000,1289000,1289800,1287700,1287400,1291500,1296600,1299000,1302700,1306400,1308500,1307000,41.92239998759346,-87.65046876559718
7,84640,60640,Chicago,IL,Chicago,Cook,8,216500.0,216700.0,216900.0,217000.0,217100.0,217200.0,217500.0,217900.0,218600.0,219700.0,220900.0,221800.0,223000.0,224200.0,225600.0,227100.0,228800.0,230600.0,232700.0,235000.0,237900.0,241300.0,244600.0,247900.0,251300.0,254800.0,258500.0,262300.0,266100.0,269900.0,273900.0,277900.0,282400.0,287200.0,292000.0,296500.0,301200.0,305900.0,310700.0,315500.0,320500.0,325600.0,330800.0,336300.0,342200.0,348600.0,354900.0,360800.0,366700.0,372500.0,378000.0,383300.0,388600.0,393700.0,398700.0,403800.0,409000.0,414400.0,419700.0,424900.0,429800.0,434500.0,438900.0,443100.0,447200.0,451200.0,455200.0,459200.0,463300.0,467700.0,472300.0,476700.0,480800.0,484500.0,488100.0,491400.0,494700.0,498000.0,501300.0,505200.0,509100.0,511900.0,513800.0,515400.0,516700.0,518300.0,520700.0,524200.0,528300.0,532700.0,537000.0,540800.0,544200.0,547200.0,550200.0,553200.0,555900.0,557700.0,558600.0,559200.0,560300.0,562700.0,566400.0,570700.0,575300.0,580200.0,585900.0,593300.0,603300.0,615300.0,628700.0,642200.0,654900.0,666500.0,677000.0,686600.0,695500.0,703500.0,710100.0,715800.0,721200.0,725900.0,730100.0,733600.0,736500.0,739100.0,741500.0,743300.0,745300.0,747600.0,749900.0,751600.0,752300.0,751200.0,748400.0,744200.0,739300.0,734900.0,730400.0,724900.0,718800.0,712500.0,706400.0,701200.0,696800.0,692900.0,689700.0,686100.0,681900.0,678900.0,677400.0,676100.0,675200.0,674300.0,673200.0,671300.0,667900.0,663700.0,659100.0,653500.0,647500.0,641600.0,635900.0,631100.0,628200.0,627300.0,628500.0,625600.0,619200.0,616400.0,617000.0,613900.0,608200.0,601100.0,594200.0,594000.0,596400.0,600000.0,601600.0,599700.0,590500.0,578900.0,570000.0,570900.0,574300.0,575100.0,575700.0,575700.0,573000.0,565300.0,555400.0,549300.0,552400.0,555300.0,551000.0,545300.0,546500.0,552300.0,555400.0,552200.0,547700.0,547400.0,549900.0,556700.0,566800.0,574000.0,581200.0,588500.0,591400.0,591700.0,591800.0,589500.0,587200.0,587300.0,588500.0,589700.0,593300.0,602900.0,614300.0,624400,634700,644400,651700,657600,662000,662200,663700,668700,673800,677100,682900,688200,692500,698400,708200,717300,726400,734700,739400,736900,732800,731000,730500,730800,735500,740000,740100,741500,746100,749500,754800,765800,776600,785900,795500,798000,787100,776100,774900,777900,777900,778500,780500,782800,782800,41.97208901061096,-87.6637361956406
16,84646,60647,Chicago,IL,Chicago,Cook,17,122700.0,122800.0,122800.0,122700.0,122400.0,122000.0,121500.0,120900.0,120500.0,120300.0,120000.0,119500.0,119100.0,118800.0,118700.0,118700.0,118900.0,119300.0,120000.0,121000.0,122400.0,124200.0,125900.0,127500.0,129200.0,131000.0,132800.0,134600.0,136400.0,138200.0,139900.0,141600.0,143400.0,145300.0,147000.0,148400.0,149700.0,151100.0,152500.0,153900.0,155500.0,157100.0,159000.0,161000.0,163500.0,166400.0,169300.0,172200.0,175300.0,178600.0,182100.0,185600.0,189300.0,193000.0,196700.0,200500.0,204300.0,208000.0,211400.0,214500.0,217400.0,220000.0,222400.0,224500.0,226400.0,228200.0,230000.0,231900.0,233800.0,235800.0,237900.0,239900.0,242000.0,244000.0,246000.0,247900.0,249900.0,251900.0,254000.0,256400.0,259100.0,262000.0,264600.0,266900.0,269200.0,271600.0,274200.0,276700.0,279100.0,281500.0,283800.0,285900.0,287700.0,289400.0,291300.0,293800.0,296700.0,300100.0,303600.0,307300.0,311000.0,314600.0,318300.0,321800.0,325300.0,329000.0,332600.0,336000.0,339500.0,342900.0,346300.0,350100.0,354000.0,357800.0,361300.0,364300.0,366800.0,369200.0,371400.0,373400.0,375200.0,376500.0,377000.0,377400.0,377800.0,378500.0,379600.0,380400.0,380900.0,381400.0,381700.0,382000.0,382600.0,383000.0,383300.0,383900.0,384500.0,385100.0,386000.0,386400.0,386000.0,385500.0,384500.0,383400.0,382200.0,380200.0,376800.0,372600.0,367700.0,362800.0,358900.0,355200.0,351200.0,347800.0,344400.0,340800.0,336800.0,332100.0,326800.0,322200.0,318000.0,314100.0,310900.0,308500.0,307200.0,303800.0,302800.0,302500.0,299600.0,296300.0,296500.0,295500.0,293600.0,291300.0,288100.0,286400.0,285800.0,286500.0,285800.0,283800.0,282100.0,281700.0,280500.0,280000.0,281400.0,283400.0,284700.0,284300.0,284400.0,284100.0,282100.0,278500.0,276200.0,275600.0,276200.0,277700.0,281400.0,285600.0,288700.0,291600.0,295300.0,299700.0,304600.0,310800.0,317200.0,322100.0,327300.0,332800.0,334100.0,332100.0,330400.0,329000.0,326700.0,324800.0,324300.0,325600.0,328000.0,331100.0,334500.0,337600,339200,340500,343300,346200,348200,350400,351900,353700,359000,365500,368400,369500,372600,377900,384400,390100,393900,398500,406100,415000,421900,426700,430400,434700,439000,442800,445200,447700,448000,445400,445000,447900,450600,453700,457300,459600,461400,464300,466500,467900,470600,474500,475100,472600,470200,41.91945321485579,-87.69938357009775
19,84620,60618,Chicago,IL,Chicago,Cook,20,142600.0,143100.0,143400.0,143300.0,142900.0,142200.0,141300.0,140100.0,139000.0,138000.0,136800.0,135300.0,133800.0,132600.0,131500.0,130700.0,130400.0,130400.0,130900.0,131800.0,133400.0,135700.0,138100.0,140400.0,143100.0,146000.0,149100.0,152300.0,155500.0,158600.0,161500.0,164100.0,166600.0,169000.0,170600.0,171600.0,172500.0,173400.0,174200.0,175300.0,176600.0,178200.0,180200.0,182600.0,185700.0,189400.0,193200.0,197000.0,201200.0,205700.0,210500.0,215500.0,220500.0,225500.0,230300.0,234900.0,239400.0,243500.0,247100.0,250000.0,252700.0,254900.0,256800.0,258500.0,260000.0,261500.0,262900.0,264200.0,265400.0,266600.0,267900.0,269100.0,270300.0,271500.0,272800.0,274200.0,275900.0,277800.0,279900.0,282100.0,284500.0,286800.0,288800.0,290800.0,292900.0,295000.0,297200.0,299300.0,301200.0,303300.0,305600.0,308400.0,311700.0,315400.0,319500.0,324100.0,329000.0,334000.0,339000.0,343900.0,348500.0,352600.0,356500.0,360300.0,364100.0,368200.0,372200.0,376100.0,380000.0,383800.0,387800.0,391900.0,396000.0,400000.0,403400.0,406000.0,407500.0,408400.0,409100.0,409900.0,410800.0,411300.0,411500.0,411500.0,411200.0,410600.0,410200.0,410000.0,410100.0,410500.0,410900.0,411200.0,411100.0,410400.0,409600.0,409000.0,409000.0,409900.0,411400.0,412400.0,412100.0,410700.0,408600.0,406000.0,403200.0,399900.0,396400.0,392600.0,388500.0,384700.0,381800.0,378900.0,375700.0,372500.0,369400.0,365800.0,361200.0,356100.0,350600.0,345000.0,339500.0,334900.0,331500.0,329600.0,328700.0,328900.0,330100.0,329700.0,327200.0,326200.0,326900.0,326900.0,326300.0,324900.0,321800.0,319200.0,317700.0,317400.0,316300.0,314000.0,311400.0,308200.0,303600.0,300500.0,299900.0,299400.0,298400.0,296800.0,295700.0,293000.0,289900.0,289700.0,292900.0,296700.0,301200.0,305800.0,310600.0,315800.0,319800.0,321600.0,322700.0,324500.0,327400.0,331400.0,336300.0,341500.0,347500.0,353000.0,356200.0,357800.0,359900.0,362900.0,366000.0,368400.0,368500.0,367200.0,367900.0,370700.0,373200.0,374700,375500,375400,374200,372900,372400,373100,373900,375000,376800,378900,380900,382100,382500,383900,387600,391900,395700,400500,408000,416100,421500,424500,427900,433400,440500,448000,454900,461100,464500,464400,464200,464700,464400,464300,464100,462700,461200,459900,459200,458700,457900,457400,459000,462500,464300,41.94452960311083,-87.70052028623739
40,84615,60613,Chicago,IL,Chicago,Cook,41,297900.0,300400.0,302600.0,304700.0,306600.0,308400.0,310200.0,311800.0,314100.0,316600.0,318600.0,319800.0,321100.0,322200.0,323300.0,324400.0,325700.0,327100.0,328900.0,331200.0,334400.0,338400.0,342300.0,345800.0,349700.0,353800.0,358100.0,362500.0,367100.0,371900.0,377000.0,382300.0,388600.0,395300.0,401600.0,407400.0,413500.0,419600.0,425700.0,431900.0,438300.0,445100.0,452300.0,460000.0,468900.0,478500.0,487800.0,496500.0,505400.0,514100.0,522500.0,530500.0,538300.0,545900.0,553600.0,561300.0,569500.0,577800.0,585600.0,592700.0,599400.0,605600.0,611100.0,616000.0,620500.0,624900.0,629500.0,634400.0,639800.0,645300.0,650600.0,655500.0,660000.0,663700.0,666800.0,669400.0,671500.0,673800.0,676700.0,679100.0,680500.0,681600.0,683300.0,685600.0,688400.0,691900.0,696100.0,701000.0,706200.0,711600.0,717200.0,722800.0,728100.0,732800.0,736800.0,740700.0,744700.0,748800.0,753100.0,757300.0,761200.0,764300.0,766200.0,767200.0,768400.0,770600.0,774000.0,779000.0,785900.0,794500.0,804600.0,815800.0,827200.0,838100.0,848500.0,857700.0,865400.0,871300.0,875300.0,877800.0,879000.0,879300.0,879500.0,880100.0,881300.0,882600.0,884200.0,885700.0,887300.0,888700.0,889500.0,889300.0,887900.0,884700.0,879900.0,874100.0,868200.0,863100.0,859400.0,856600.0,853700.0,850200.0,846500.0,842300.0,837700.0,831700.0,824100.0,815900.0,808200.0,801800.0,797200.0,793800.0,790200.0,786500.0,782700.0,777700.0,771000.0,762200.0,754400.0,750400.0,749200.0,748000.0,747200.0,747000.0,747500.0,748900.0,750900.0,750700.0,748500.0,748200.0,748600.0,745700.0,740400.0,737100.0,731800.0,726000.0,721700.0,722000.0,723400.0,724200.0,722300.0,724100.0,730200.0,735400.0,736300.0,736600.0,737100.0,736300.0,738200.0,737600.0,734300.0,734700.0,739700.0,742500.0,745400.0,749700.0,756200.0,762400.0,767800.0,771000.0,772800.0,775200.0,779800.0,783000.0,787300.0,795700.0,803900.0,811800.0,818500.0,819600.0,817000.0,816100.0,814900.0,814200.0,814600.0,816100.0,824200.0,832600.0,835000.0,835800,838600,840800,843600,846900,847800,846600,847500,857300,869700,876500,880900,888800,898300,906700,914500,922600,929400,935000,941200,946400,948900,951700,953900,954600,957200,963900,972200,982000,989700,991200,992100,994100,996300,1000600,1009000,1015000,1017600,1020900,1027800,1034400,1041300,1051300,1059300,1060200,1055300,41.95262898164175,-87.66084396287499
48,84630,60629,Chicago,IL,Chicago,Cook,49,93400.0,94100.0,94600.0,94800.0,94700.0,94200.0,93500.0,92500.0,91600.0,90800.0,89700.0,88500.0,87300.0,86200.0,85300.0,84600.0,84000.0,83600.0,83700.0,84100.0,85100.0,86500.0,87900.0,89300.0,90800.0,92300.0,93700.0,95200.0,96700.0,98100.0,99400.0,100500.0,101500.0,102200.0,102600.0,102500.0,102400.0,102300.0,102300.0,102400.0,102800.0,103400.0,104200.0,105100.0,106400.0,108000.0,109500.0,110900.0,112300.0,113700.0,115100.0,116400.0,117700.0,118800.0,119800.0,120800.0,121800.0,122900.0,123900.0,124800.0,125800.0,126700.0,127700.0,128700.0,129700.0,130700.0,131700.0,132800.0,133900.0,135000.0,136100.0,137300.0,138500.0,139800.0,141100.0,142500.0,144000.0,145500.0,147100.0,148800.0,150600.0,152300.0,153900.0,155400.0,156800.0,158100.0,159400.0,160700.0,162000.0,163400.0,164900.0,166400.0,167900.0,169600.0,171500.0,173400.0,175400.0,177500.0,179700.0,181900.0,184000.0,186100.0,188100.0,190000.0,192000.0,194100.0,196200.0,198600.0,201200.0,204000.0,206900.0,210000.0,213100.0,216300.0,219300.0,222000.0,224300.0,226200.0,227900.0,229600.0,231300.0,232700.0,233900.0,235100.0,236100.0,237000.0,237900.0,238500.0,238900.0,239100.0,239000.0,238800.0,238500.0,237800.0,236900.0,236100.0,235300.0,234400.0,233700.0,232600.0,230800.0,228200.0,225200.0,222200.0,219000.0,215500.0,211700.0,207500.0,202800.0,198100.0,193800.0,189500.0,184700.0,179900.0,175200.0,170500.0,165600.0,160500.0,155300.0,150600.0,146300.0,142700.0,140000.0,138100.0,136900.0,136300.0,136400.0,135600.0,134000.0,133400.0,133400.0,132800.0,132100.0,131100.0,129400.0,127700.0,126100.0,125300.0,124300.0,123100.0,121500.0,119800.0,117700.0,116100.0,114900.0,113300.0,111400.0,109600.0,109100.0,108400.0,107400.0,106800.0,107100.0,107000.0,106800.0,107000.0,108100.0,109700.0,110900.0,111800.0,112500.0,113000.0,113300.0,113700.0,114500.0,116000.0,118000.0,119500.0,119600.0,119500.0,119500.0,119000.0,118200.0,117600.0,117700.0,118500.0,119500.0,120500.0,121400.0,122400,124000,125300,126000,127300,129300,130900,131800,132600,133600,134600,135600,136300,136200,136400,138000,140000,140800,141300,142200,143300,144500,146100,147600,149000,150100,150800,151700,152300,152100,151400,151600,152900,153800,154600,156000,157600,158600,159500,160600,161700,162600,163500,164000,164000,163800,41.78425077109749,-87.70655268824194
50,84627,60625,Chicago,IL,Chicago,Cook,51,148900.0,149300.0,149600.0,149700.0,149700.0,149400.0,149100.0,148500.0,148100.0,147900.0,147400.0,146700.0,146100.0,145700.0,145500.0,145400.0,145700.0,146300.0,147200.0,148500.0,150300.0,152500.0,154800.0,157100.0,159600.0,162100.0,164800.0,167500.0,170200.0,172800.0,175400.0,177800.0,180400.0,183000.0,185200.0,187200.0,189300.0,191400.0,193600.0,196000.0,198600.0,201300.0,204300.0,207400.0,210800.0,214700.0,218400.0,221900.0,225500.0,229100.0,232700.0,236100.0,239400.0,242700.0,245800.0,248600.0,251500.0,254300.0,257000.0,259400.0,261800.0,264000.0,266300.0,268500.0,270600.0,272600.0,274700.0,276600.0,278500.0,280600.0,282800.0,285000.0,287300.0,289700.0,292200.0,294800.0,297400.0,300200.0,302900.0,306000.0,309300.0,311900.0,313800.0,315600.0,317300.0,318800.0,320100.0,321000.0,321600.0,322200.0,323500.0,325700.0,329100.0,333300.0,338000.0,342900.0,348000.0,353000.0,358200.0,363300.0,368300.0,373200.0,378000.0,382000.0,385700.0,389000.0,392200.0,395300.0,398800.0,402400.0,406300.0,410400.0,414600.0,418600.0,422100.0,424900.0,427000.0,428700.0,430300.0,432200.0,434200.0,435800.0,437100.0,438400.0,439800.0,441400.0,443100.0,444700.0,445900.0,446800.0,446900.0,446400.0,445300.0,443300.0,440700.0,437900.0,435500.0,434000.0,433300.0,432200.0,430100.0,427200.0,423900.0,421000.0,418000.0,414700.0,411100.0,407300.0,403200.0,399700.0,397300.0,395100.0,392400.0,389500.0,386600.0,383400.0,379500.0,374900.0,370000.0,365200.0,360700.0,356800.0,353800.0,351700.0,350300.0,349800.0,350500.0,348600.0,343700.0,341200.0,341100.0,341300.0,342100.0,341900.0,340200.0,338700.0,337100.0,337500.0,339500.0,340600.0,340500.0,339500.0,337900.0,337900.0,338500.0,336700.0,333100.0,329700.0,328700.0,326500.0,321700.0,318700.0,319500.0,321300.0,323200.0,323300.0,323400.0,325100.0,326500.0,327600.0,329800.0,332100.0,334300.0,338400.0,344300.0,348900.0,353200.0,358900.0,364300.0,368200.0,371800.0,374000.0,375300.0,376300.0,377300.0,378300.0,380200.0,383300.0,386100.0,387300,386600,386000,385400,383900,381600,380300,379400,379800,381900,385000,388100,390100,391100,391900,393600,395100,395200,396300,399800,403600,405500,407000,409100,411300,413500,417600,423500,431200,437400,440100,442300,445800,449000,450700,451500,452300,453600,456000,459100,461900,463100,464100,464200,463200,461100,41.96207587630082,-87.69924095172536
74,84621,60619,Chicago,IL,Chicago,Cook,75,76400.0,77000.0,77400.0,77700.0,77700.0,77500.0,77200.0,76600.0,76200.0,75800.0,75200.0,74300.0,73500.0,72800.0,72100.0,71400.0,70700.0,70200.0,69900.0,69800.0,70100.0,70700.0,71500.0,72400.0,73500.0,74800.0,76300.0,77800.0,79500.0,81000.0,82500.0,83900.0,85300.0,86500.0,87300.0,87800.0,88100.0,88400.0,88600.0,88800.0,89100.0,89400.0,89800.0,90400.0,91200.0,92200.0,93100.0,93900.0,94900.0,95800.0,96700.0,97600.0,98500.0,99400.0,100300.0,101100.0,101900.0,102700.0,103200.0,103500.0,103800.0,103900.0,104100.0,104300.0,104500.0,104900.0,105400.0,106100.0,107100.0,108300.0,109500.0,110800.0,112200.0,113500.0,114600.0,115700.0,116700.0,117600.0,118300.0,119100.0,119800.0,120400.0,120700.0,120900.0,121200.0,121500.0,121900.0,122500.0,123100.0,123700.0,124200.0,124600.0,125000.0,125500.0,126400.0,127500.0,128900.0,130400.0,131900.0,133400.0,135100.0,136900.0,138700.0,140200.0,141600.0,142900.0,144000.0,145100.0,146300.0,147600.0,149000.0,150700.0,152500.0,154300.0,156200.0,158000.0,159600.0,161000.0,162200.0,163500.0,164600.0,165400.0,166000.0,166500.0,167000.0,167500.0,168300.0,169300.0,170700.0,172200.0,173500.0,174700.0,175800.0,176200.0,176400.0,177000.0,177900.0,178800.0,179700.0,180100.0,179700.0,178700.0,177400.0,176200.0,175100.0,173800.0,172300.0,170800.0,168900.0,166800.0,165200.0,163500.0,161500.0,159400.0,157300.0,155000.0,152600.0,149800.0,146600.0,143400.0,140300.0,137600.0,135800.0,134600.0,133500.0,133100.0,133600.0,132100.0,129100.0,127500.0,127400.0,126600.0,126100.0,125800.0,124800.0,123600.0,122500.0,122200.0,122200.0,122500.0,123300.0,123500.0,122000.0,119900.0,118100.0,116600.0,115300.0,113200.0,111200.0,108900.0,106600.0,104500.0,104000.0,105100.0,107400.0,109500.0,111900.0,114000.0,114500.0,114400.0,114400.0,113400.0,111300.0,110600.0,109200.0,107000.0,104700.0,103900.0,102000.0,99900.0,98100.0,98000.0,98800.0,100600.0,103000.0,106400.0,109000.0,109900.0,111400.0,114700,117900,118600,118000,117900,119700,121600,122200,121300,120900,121300,121600,119900,117600,116700,116700,115400,113000,111000,110700,110800,111400,112500,113500,113000,113100,114700,118800,123800,126900,128100,128300,127600,127100,127900,128100,128200,129000,129100,128500,127900,127800,127100,126800,128000,129600,41.73632014845466,-87.60000181746454
